082700,QD,1985,11,01,0.6156
082700,QD,1985,11,08,0.61
082700,QD,1985,11,15,0.2424
082700,QD,1985,11,22,0.1644
082700,QD,1985,11,29,0.3506
082700,QD,1985,12,06,0.3517
082700,QD,1985,12,13,0.992
082700,QD,1985,12,20,0.2079
082700,QD,1985,12,27,0.1416
082700,QD,1986,01,03,0.174
082700,QD,1986,01,10,0.2487
082700,QD,1986,01,17,0.4317
082700,QD,1986,01,24,0.2716
082700,QD,1986,01,31,0.3001
082700,QD,1986,02,07,0.268
082700,QD,1986,02,14,0.2486
082700,QD,1986,02,21,0.1696
082700,QD,1986,02,28,0.127
082700,QD,1986,03,07,0.1673
082700,QD,1986,03,14,0.239
082700,QD,1986,03,21,0.2681
082700,QD,1986,03,28,0.8479
082700,QD,1986,04,04,1.7484
082700,QD,1986,04,11,0.4783
082700,QD,1986,04,18,1.1461
082700,QD,1986,04,25,0.7887
082700,QD,1986,05,02,0.2884
082700,QD,1986,05,09,0.2297
082700,QD,1986,05,16,0.2089
082700,QD,1986,05,23,0.2701
082700,QD,1986,05,30,0.621
082700,QD,1986,06,06,0.48
082700,QD,1986,06,13,0.2289
082700,QD,1986,06,20,0.1704
082700,QD,1986,06,27,0.1363
082700,QD,1986,07,04,0.1523
082700,QD,1986,07,11,0.1363
082700,QD,1986,07,18,0.1661
082700,QD,1986,07,25,0.3436
082700,QD,1986,08,01,0.1564
082700,QD,1986,08,08,0.1954
082700,QD,1986,08,15,0.2277
082700,QD,1986,08,22,0.535
082700,QD,1986,08,29,0.3929
082700,QD,1986,09,05,0.2333
082700,QD,1986,09,12,0.2831
082700,QD,1986,09,19,0.2129
082700,QD,1986,09,26,0.1644
082700,QD,1986,10,03,0.2409
082700,QD,1986,10,10,0.1877
082700,QD,1986,10,17,0.861
082700,QD,1986,10,24,0.2534
082700,QD,1986,10,31,0.4633
082700,QD,1986,11,07,0.2457
082700,QD,1986,11,14,0.1626
082700,QD,1986,11,21,0.2377
082700,QD,1986,11,28,0.1406
082700,QD,1986,12,05,0.137
082700,QD,1986,12,12,0.1
082700,QD,1986,12,19,0.1
082700,QD,1986,12,26,0.1757
082700,QD,1987,01,02,0.1861
082700,QD,1987,01,09,0.1231
082700,QD,1987,01,16,0.1
082700,QD,1987,01,23,0.1
082700,QD,1987,01,30,0.1
082700,QD,1987,02,06,0.1393
082700,QD,1987,02,13,0.252
082700,QD,1987,02,20,0.1446
082700,QD,1987,02,27,0.1
082700,QD,1987,03,06,0.1
082700,QD,1987,03,13,0.087
082700,QD,1987,03,20,0.1296
082700,QD,1987,03,27,0.6084
082700,QD,1987,04,03,1.7047
082700,QD,1987,04,10,2.0986
082700,QD,1987,04,17,2.38
082700,QD,1987,04,24,1.89
082700,QD,1987,05,01,1.1971
082700,QD,1987,05,08,0.5123
082700,QD,1987,05,15,0.3606
082700,QD,1987,05,22,0.3764
082700,QD,1987,05,29,0.3143
082700,QD,1987,06,05,0.3774
082700,QD,1987,06,12,0.2607
082700,QD,1987,06,19,0.3649
082700,QD,1987,06,26,0.2056
082700,QD,1987,07,03,0.175
082700,QD,1987,07,10,0.1529
082700,QD,1987,07,17,0.1633
082700,QD,1987,07,24,0.2837
082700,QD,1987,07,31,0.7257
082700,QD,1987,08,07,0.2366
082700,QD,1987,08,14,0.3613
082700,QD,1987,08,21,0.2493
082700,QD,1987,08,28,0.4927
082700,QD,1987,09,04,0.2173
082700,QD,1987,09,11,0.1699
082700,QD,1987,09,18,0.2237
082700,QD,1987,09,25,0.19
082700,QD,1987,10,02,0.151
082700,QD,1987,10,09,0.131
082700,QD,1987,10,16,0.1457
082700,QD,1987,10,23,0.127
082700,QD,1987,10,30,0.1501
082700,QD,1987,11,06,0.1581
082700,QD,1987,11,13,1.1536
082700,QD,1987,11,20,0.7474
082700,QD,1987,11,27,0.2409
082700,QD,1987,12,04,0.177
082700,QD,1987,12,11,0.1616
082700,QD,1987,12,18,1.8086
082700,QD,1987,12,25,0.6501
082700,QD,1988,01,01,0.5646
082700,QD,1988,01,08,0.1849
082700,QD,1988,01,15,0.1566
082700,QD,1988,01,22,0.1597
082700,QD,1988,01,29,0.1581
082700,QD,1988,02,05,0.1613
082700,QD,1988,02,12,0.1451
082700,QD,1988,02,19,0.14
082700,QD,1988,02,26,0.14
082700,QD,1988,03,04,0.144
082700,QD,1988,03,11,0.1641
082700,QD,1988,03,18,0.1943
082700,QD,1988,03,25,0.2376
082700,QD,1988,04,01,0.8316
082700,QD,1988,04,08,1.2714
082700,QD,1988,04,15,2.822
082700,QD,1988,04,22,1.1824
082700,QD,1988,04,29,1.4453
082700,QD,1988,05,06,0.3733
082700,QD,1988,05,13,0.2151
082700,QD,1988,05,20,0.174
082700,QD,1988,05,27,0.1551
082700,QD,1988,06,03,0.2913
082700,QD,1988,06,10,0.1843
082700,QD,1988,06,17,0.1343
082700,QD,1988,06,24,0.226
082700,QD,1988,07,01,0.1934
082700,QD,1988,07,08,0.2133
082700,QD,1988,07,15,0.3269
082700,QD,1988,07,22,0.3423
082700,QD,1988,07,29,0.2123
082700,QD,1988,08,05,0.1623
082700,QD,1988,08,12,0.13
082700,QD,1988,08,19,0.1651
082700,QD,1988,08,26,0.2709
082700,QD,1988,09,02,0.5124
082700,QD,1988,09,09,0.162
082700,QD,1988,09,16,0.198
082700,QD,1988,09,23,0.3634
082700,QD,1988,09,30,0.2369
082700,QD,1988,10,07,0.3013
082700,QD,1988,10,14,0.1706
082700,QD,1988,10,21,0.1343
082700,QD,1988,10,28,0.1314
082700,QD,1988,11,04,0.1114
082700,QD,1988,11,11,0.1729
082700,QD,1988,11,18,0.2354
082700,QD,1988,11,25,0.4396
082700,QD,1988,12,02,0.2134
082700,QD,1988,12,09,0.8534
082700,QD,1988,12,16,0.1791
082700,QD,1988,12,23,0.6189
082700,QD,1988,12,30,0.3537
082700,QD,1989,01,06,0.5326
082700,QD,1989,01,13,0.2289
082700,QD,1989,01,20,0.1877
082700,QD,1989,01,27,0.1603
082700,QD,1989,02,03,0.1569
082700,QD,1989,02,10,0.1877
082700,QD,1989,02,17,0.8859
082700,QD,1989,02,24,0.6834
082700,QD,1989,03,03,0.4069
082700,QD,1989,03,10,0.7914
082700,QD,1989,03,17,1.4023
082700,QD,1989,03,24,0.8117
082700,QD,1989,03,31,1.179
082700,QD,1989,04,07,0.9931
082700,QD,1989,04,14,0.4237
082700,QD,1989,04,21,0.2649
082700,QD,1989,04,28,0.3706
082700,QD,1989,05,05,0.2969
082700,QD,1989,05,12,0.26
082700,QD,1989,05,19,0.1574
082700,QD,1989,05,26,0.1357
082700,QD,1989,06,02,0.1889
082700,QD,1989,06,09,0.1637
082700,QD,1989,06,16,0.2463
082700,QD,1989,06,23,0.1129
082700,QD,1989,06,30,0.11
082700,QD,1989,07,07,0.2334
082700,QD,1989,07,14,0.2911
082700,QD,1989,07,21,0.1363
082700,QD,1989,07,28,0.2556
082700,QD,1989,08,04,0.2564
082700,QD,1989,08,11,0.15
082700,QD,1989,08,18,0.1243
082700,QD,1989,08,25,0.6394
082700,QD,1989,09,01,0.2604
082700,QD,1989,09,08,0.142
082700,QD,1989,09,15,0.3357
082700,QD,1989,09,22,0.1723
082700,QD,1989,09,29,0.1843
082700,QD,1989,10,06,0.26
082700,QD,1989,10,13,0.2351
082700,QD,1989,10,20,0.1586
